imdbId,plot
A man kidnaps a woman and holds her hostage just for the pleasure of having her there.,59043
A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,73582
The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,46911
"An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold.",107387
"In an alternative Earth, a young astronaut participates in a controversial fledgling space program.",93207
Domestic and professional tensions mount when a husband and wife work as opposing lawyers in a case involving a woman who shot her husband.,41090
"During World War I, a British private, sent ahead to a French town to scout for enemy presence, is mistaken for a King by the colorful patients of an insane asylum.",60908
"After developing an addiction to the substance he uses to kill bugs, an exterminator accidentally kills his wife and becomes involved in a secret government plot being orchestrated by giant bugs in a port town in North Africa.",102511
The history of the American government's war on marijuana in the 20th century.,214730
An ex convict befriends an elderly coworker as they both try to find meaning in life and forgiveness for their past.,156096
"When a law student accidentally kills the son of a mob boss in a fight, he finds himself relentlessly pursued by the mob and the police.",102818
A self-made businessman rekindles a romance with a former flame while their two teenage children begin a romance of their own with drastic consequences for both couples.,53320
A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,26778
A cop in a dystopian Europe investigates a serial killings suspect using controversial methods written by his now disgraced former mentor.,87280
"In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.",318374
A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,298845
"Documentary following Susan Tom of Fairfield, California and her 11 adopted special needs children.",342804
"Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",322589
"In 19th century Japan, Nathan Algren, a US army captain, is hired by the Japanese emperor to train his army in the modern warfare techniques. Captain Algren finds himself trapped in a struggle between two eras and two worlds.",325710
A frustrated son tries to determine the fact from fiction in his dying father's life.,319061
A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,337741
Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.,338466
A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,335119
Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,167260
Katherine Watson teaches art history in 1953 at the respectable all-female Wellesley College. She encourages her conservative students to question and disregard the outdated societal mores for women.,304415
"Best friends Chris and Annie are members of a charitable institute. When Annie's husband succumbs to leukemia, the friends decide to pose nude for a calendar to raise funds for a local hospital.",337909
"The story of America as seen through the eyes of the former Secretary of Defense under President John F. Kennedy and President Lyndon B. Johnson, Robert McNamara.",317910
An abandoned wife is evicted from her house and starts a tragic conflict with her house's new owners.,315983
"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",340855
"With his wife on a book tour, Tom Baker finds his life turned upside down when he agrees to care for his twelve children while simultaneously also coaching his new football team.",349205
"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",159365
A technical wizard learns that his memory has been erased.,338337
"The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.",316396
A young ballet dancer is poised to become the principal performer in a group of ballet dancers.,335013
"Against the background of an Australian desert, Sandy, a geologist, and Hiromitsu, a Japanese businessman, play out a story of human inconsequence in the face of the blistering universe. The end of the journey leaves no one capable of going back to where they started from.—Anonymous",304229
Anna wants to be like other girls her age (18): date a guy etc. but she's the US president's daughter and always guarded. In Prague he breaks his promise of only 2 agents following her to a concert and she runs away with Ben to see Europe.,360139
"Nick Broomfield's second documentary about serial killer Aileen Wuornos, focusing on her mental state on death row.",364930
A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.,343135
A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.,329691
An Iranian pizza delivery man sees the worst of corruption and social unbalance in his city and is driven to crime.,371280
"After the rise of the Taliban in Afghanistan and the restriction of women in public life, a pre-teen girl is forced to masquerade as a boy in order to find work to support her mother and grandmother.",368913
"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.",71577
A man becomes obsessed with vengeance when his soul mate marries another man.,104181
A varied group of passengers boarding a ship bound for pre-WWII Germany represents a microcosm of early-1930s society.,59712
"The dramatic love story of small-town Mississippi girl Alva Starr and railroad official Owen Legate, set during the Great Depression.",61089
"Jane Eyre, an orphan, becomes a governess at Thornfield Hall where she falls for her employer, Edward Rochester. As they grow closer, strange events occur, leading to a dark secret that tests Jane's courage and love for Rochester.",65911
"Several strangers converge on a hotel in Venice, Italy, where a bellboy's bad English sets them up to clash against each other in a hilarious case of mistaken identity.",103827
Former Special Forces soldier Louis Stevens returns to Miami to find his old high school invaded by drugs and violence.,107750
A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.,98987
"After 13 years in prison, the mad scientist from Re-Animator (1985) gets a new chance to experiment with the arrival of a young prison doctor, who secretly hopes to learn to reanimate dead people. Good intentions turn to horror.",222812
"A Berber chieftain triggers an international incident, drawing the involvement of Theodore Roosevelt, when he kidnaps an American widow and her children in 1900s Morocco.",73906
"Monsieur Hulot visits the technology-driven world of his sister, brother-in-law, and nephew, but he can't quite fit into the surroundings.",50706
Dr. Jekyll allows his dark side to run wild after he drinks a potion that turns him into the evil Mr. Hyde.,33553
"Monsieur Hulot comes to a beachside hotel for a vacation and accidentally, but good-naturedly, causes havoc.",46487
"Dr. Noah Praetorius falls in love with Deborah, a student who discovers that she is pregnant by her old boyfriend.",43915
"After marrying an American lieutenant with whom he was assigned to work in post-war Germany, a French captain attempts to find a way to accompany her back to the States under the terms of the War Bride Act.",41498
"During World War II, an American expatriate helps transport a French Resistance leader and his wife to Martinique while romancing a lounge singer.",37382
"After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.",33717
A man convicted of murdering his wife escapes from prison and works with a woman to try to prove his innocence.,39302
"When a posse captures three men suspected of killing a local farmer, they become strongly divided over whether or not to lynch the men.",36244
"When one of two truck-driving brothers loses an arm, they both join a transport company where the other is falsely charged as an accessory in the murder of the owner.",33149
"Cautionary tale that features a fictionalized take on marijuana use. A trio of drug dealers lead innocent teenagers to become addicted to ""reefer"" cigarettes by holding wild parties with jazz music.",28346
"Frank Bigelow, told he's been poisoned and has only a few days to live, tries to find out who killed him and why.",42369
Arnold Schwarzenegger and Lou Ferrigno face off in a no-holds-barred competition for the title of Mr. Olympia in this critically-acclaimed film that made Schwarzenegger a household name.,76578
"When Jack Deebs was behind bars he found escape by creating Cool World, a cartoon series featuring a vixen named Holli Would. However, the flesh proves weaker than ink as Holli takes human form in Las Vegas.",104009
"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",47528
"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of achieving.",296042
"In a post-apocalyptic wasteland, a boy who can communicate with his dog telepathically is targeted by a mysterious committee.",72730
"As World War II and the German occupation ends, the Polish resistance and the Soviet forces turn on each other in an attempt to take over leadership in Communist Poland.",52080
Four historical tales depict the ongoing human struggle against prejudice and inhumanity.,6864
"A man lets a former flame fall to her death rather than let her interfere with his new relationship, but her ghost returns to disrupt his impending nuptials.",54393
"A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.",62803
"During the 16th century, as Thailand contends with both a civil war and Burmese invasion, a beautiful princess rises up to help protect the glory of the Kingdom of Ayothaya. Based on the life of Queen Suriyothai.",290879
"King is a young man, but he's already a veteran of life on the streets of Los Angeles. The leader of a group of runaways, King acts as a mentor to troubled kids such as gay hustler Little J and junkie Greg.",105810
"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",289879
"A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",335559
The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.,379557
"A small-time con artist and a Hawaiian real estate developer's mischevious, enterprising mistress team up for a potential $200,000 score.",315824
Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.,314498
"In order to achieve their dream of opening a recording studio, two friends (Omarion, Houston) must first win their city's dance contest -- a fierce competition that pits them against a group of tough street dancers.",365957
"A promiscuous gay party animal falls for a young Mormon missionary, leading to crisis, cliché, and catastrophe.",345551
"The owner of an historic South Side Chicago barbershop is pressured to sell out to a land developer, but must face the impact this would have on his close-knit community.",337579
"A girl and her two friends raid a bank, looking for the money needed for financing the cure of her dying father.",337917
"The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad.",349825
"In the first installment in director Belvaux's trilogy, Alain's eccentric behavior causes his wife, Cecile, to hire a detective to follow his every move -- which yields unexpected results.",234940
A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.,309987
"A bad scientist and his wife, a mad scientist, a skeleton, and two aliens and their escaped pet are all searching for the elusive element ""atmospherium"".",307109
"5 white kids get lost in the hood looking for da hip hop witch, a year later their footage was found.",245943
"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",328538
"A military weapons engineer struggles to do his job responsibly, while a hapless tank commander has to live with the consequences in combat years later.",86955
Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,343660
"A US president who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate.",361925
A scientific observer's job of observing an old cantankerous single man's kitchen habits is complicated by his growing friendship with him.,323872
"In Paris, a Turkish shop owner befriends a Jewish boy in his mid-teens.",329388
A young priest taking over the parish at Ambricourt tries to fulfill his duties even as he fights a mysterious stomach ailment.,42619
A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,15400
"During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.",52738
"The film is a parody of Disney's Fantasia, though possibly more of a challenge to Fantasia than parody status would imply.",74121
"Federal investigator Alexandra Barnes tracks down gold-digging woman Catherine Peterson, who moves from husband to husband in order to kill them and collect the inheritance.",90738
A naive man appointed as an acting mayor of a small town turns into a corrupt politician capable of anything to stay in power.,221344
"In medieval Europe, a young girl from a noble family is obsessed with her captors - commoners.",89153
Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,89421
A former FBI agent turned small-town sheriff agrees to help the FBI chief infiltrate the Chicago mafia when the FBI chief's son is killed by them.,91828
An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.,31385
A man settles down in a small town and becomes the scoutmaster.,60420
"A fictional story inspired by North America's most famous female boxing promoter, Jackie Kallen. Her struggle to survive and succeed in a male dominated sport.",312329
"A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",361467
"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.",356150
"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",335345
When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.,331953
"High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.",338096
"Jessica, whose father killed her mother and committed suicide, is a police officer. While investigating a murder, she finds herself in the center of her own investigation, when her former lovers start being murdered.",315297
"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",301357
"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.",317648
"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".",335438
"A priest on the lam takes up with a traveling band of actors, who then discover a murder has occurred and try to solve it by recreating the crime in a play.",258816
A nurse is put in charge of a mute actress and finds that their personae are melding together.,60827
A recently divorced man meets an emotionally devastated widow and they begin a love affair.,64793
"A French village doctor becomes the target of poison-pen letters sent to village leaders, accusing him of affairs and practicing abortion.",35753
A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,46187
"The dramatic collapse of a wealthy, industrialist/Junker family during the reign of the Third Reich.",64118
"Terry feels discriminated against when the summer jobs at the Sun Tribune go to two guys. She decides to do something about it. She dresses like a guy and gets a haircut. Will students at the other high school notice? Girls notice ""him"".",89393
"In London, Australian gangsters disguised as Bobbies rob the local criminals, making the panicked British mobsters seek an alliance with Scotland Yard in order to eliminate the foreign competition and return things to ""normal"".",56704
"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",358349
A teenager's dreams come true when a former porn star moves in next door and they fall in love.,265208
A successful writer in the midst of a painful divorce is stalked at his remote lake house by a would-be scribe who accuses him of plagiarism.,363988
The investigation into a kidnapping of the daughter of a high-ranking US government official.,360009
"Daphne and her four children try to cope with the abrupt death of husband/father. As the family seems to fall apart, a sudden incident gives them a chance to heal their 'broken wings'.",317842
"The chronically suicidal Wilbur, and his good-hearted big brother, Harbour, are in their thirties when, their father dies and leaves them with nothing but a worn down second-hand bookshop in Glasgow.",329767
"When shy, soft-spoken Chicago detective Wayne ""Mad Dog"" Dobie inadvertently saves the life of local gangster Frank Milo, he's the reluctant recipient of an unusual one week ""thank you"" gift - a beautiful bartender named Glory.",107473
A peaceful New England town hides secrets and scandals.,50839
"A nurse, a policeman, a young married couple and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies take refuge in a mega Midwestern shopping mall.",363547
"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",338013
"A murder spree in Montreal, with the killer embracing his victims' identities, leads to an investigation by the FBI agent Illeana Scott. Her bond with an art dealer is crucial to solving the case.",364045
"A variety of losers in Dublin have harrowingly farcical intersecting stories of love, greed and violence.",332658
A widower must look after his precocious daughter and rebuild his life and career after he's sidelined by an unexpected tragedy and a personal blowup.,300051
"An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady.",335245
A drug kingpin's return home touches off a turf war.,354766
The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,331632
"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",276919
An innocent man becomes one of the most wanted criminals the world has ever known.,277941
"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",167190
"At college Paige meets Eddie, a student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.",337697
"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",351977
A young man's experience in a juvenile detention center that touches on the tumultuous changes that befall his family and the community in which he lives.,301976
"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.",318974
"Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling.",327679
"Jimmy the Tulip's quiet new life is shaken up by his old pal Oz, whose wife has been kidnapped by a Hungarian mob. The Tulip and his wife Jill spring into action.",327247
"A young boy accidentally discovers a deep hole in the ground, where another boy is kept prisoner.",326977
"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",49833
"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.",77402
"Prey For Rock & Roll is the story of Jacki and her all-girl rock and roll band, Clam Dandy, who are trying to make it in the LA club scene of the late 1980s. After ten years of being ignored by record producers, Jacki and the band find hope in one producer who promises to see them play and consider them for a contract. Jacki resolves to play this one last gig and then throw in the towel if she does not find success. Personal tragedies, however, threaten to rip the band apart, rocking the foundation of friendship and trust the women have built together. Ultimately, the band must find its strength in the music that is their passion and the thread that holds them together, inspiring them to prevail.—Cheri Lovedog",307351
"Hoping to push Britain to the forefront of aviation, a London publisher organizes an international air race across the English Channel, but must contend with two entrants vying for his daughter, as well as national rivalries and cheating.",59797
"Myrna Loy plays the wife of the persnickety father of her 12 children (Clifton Webb), who has uniquely humorous methods for dealing with the ordeals such an unwieldy family undoubtedly encounters.",42327
Ten years within the marriage of Marianne and Johan.,70644
"A scientist discovers a strange little creature in a cave. The ""munchie"" is obviously of extraterrestrial origin, but what he doesn't know is the danger it represents.",93582
Three friends living on the dole decide to rob a bank.,79219
"Ordinary word processor Paul Hackett experiences the worst night of his life after he agrees to visit Marcy, a Soho resident that he met that evening at a coffee shop.",88680
"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",378194
An undercover FBI agent becomes a vigilante and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.,330793
"As a part of their study of the Holocaust, the children of the Whitwell, TN Middle School try to collect 6 million paper clips representing the 6 million Jews killed by the Nazis.",380615
"Director Michael Almereyda's documentary on the weeks just prior to Sam Shepard's stage production of his play ""The Late Henry Moss.""",308488
"Unpopular schoolgirl Jenna Rink makes an unusual wish on her birthday. Miraculously, her wish comes true and the 13-year-old Jenna wakes up the next day as a 30-year-old woman.",337563
"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",328107
A man becomes increasingly jealous of his friend's newfound success.,326856
"A couple agree to have their deceased son cloned, under the supervision of an enigmatic doctor, but bizarre things start to happen several years after his rebirth.",335121
"Amidst a sea of litigation, two New York City divorce lawyers find love.",323033
"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",377092
"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",338526
"The film follows the story of Duncan, a fourteen-year-old misfit farm boy trying to fill the void and alleviate the numbness left by his mother's passing. Unable to let her go quite yet, Duncan mimics his dead mother. He talks in her voice at the dinner table and wears her fur coat to bed. Edgar, Duncan's distant sixty-year-old father, doesn't understand the strange manifestations of his son's mourning. Why can't Duncan grieve like a normal person? Macho mate Perry Foley, who has it physically even harder on his dad's farm, usually comforts Duncan and defends his 'wimpiness' to their cocky ruffian mates Travis, Scotty and Brent. But although clearly attracted to gentle Duncan himself, the socially unacceptable suggestion of 'sissy' homosexuality makes Perry over-react and turn on his friend.—KGF Vissers",339419
"Inspired by his fiancée (who dumped him), a man publishes a break-up hand-book for men, becoming a best-selling author in the process.",349169
"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces.",332452
"Stories of crime, revenge, love, and friendship at the Carandiru Penitentiary, the largest prison in Latin America.",293007
A series of vignettes that all have coffee and cigarettes in common.,379217
A lead detective being stalked by a serial killer is asked to check into a clinic treating law enforcement officials who can't face their jobs.,160184
"A German-born engineer, his American wife and their children travel from Mexico to the United States to visit her family, but a Romanian count complicates their plans.",36515
"During a long space war, the lives of two wounded enemies become dependent on their ability to forgive and to trust.",89092
A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.,70034
A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,118845
"Anaïs Nin meets American writer Henry Miller in Paris in 1931. She keeps a diary of her sexual awakening, which includes Henry and his wife June.",99762
"A young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvanian town, where he tries to suppress his blood-lust.",77914
A doctor treats a woman suffering from Multiple Personality Disorder.,51077
"Matt spends the night with a girl in an elevator during power outage in a girls' college dorm. He never sees her. Waking up in the morning, panties are all that's left of her. How does he find her in a building with 100 girls?",214388
A technical malfunction sends American bombers to Moscow to deliver a nuclear attack. Can all-out war be averted?,58083
"A young girl lost in the loneliness and boredom of reality finds solace in an ill boy, whom she can visit in a surreal dream world that she drew in her school composition book.",98061
"Dobermann is the world's most ruthless bank robber and with his gang rob bank after bank, now in Paris. What can the police do but to let the mad, morally bankrupt police commissioner loose on him?",118996
A collection of four Japanese folk tales with supernatural themes.,58279
This eye-opening episode uncovers human nature and the desire to survive and succeed in all its heart-breaking glory.,88650
"James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States.",62512
"A fake Fabergé egg recovered from the body of a fellow agent leads James Bond to uncover a jewel smuggling operation led by the mysterious Octopussy, and a plot to blow up a NATO air base.",86034
A renowned professor is forced to reassess her life when she is diagnosed with terminal ovarian cancer.,243664
"James Bond is called upon to try to recover nuclear bombs stolen by Spectre, but he will have to get rid of a professional assassin, hired especially to eliminate him.",86006
"The arrival of wealthy bachelors in town causes an uproar when families with single daughters aggressively seek engagements, including the Bennet family, with five eligible daughters.",32943
"An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.",41386
"Sportswriter Sam Craig and columnist Tess Harding, with the same New York newspaper, overcome their initial antagonism, fall in love and get married, only to find their relationship strained when he comes to resent her hectic lifestyle.",35567
"After professional hitman Jef Costello is seen by witnesses, his efforts to provide himself an alibi drive him further into a corner.",62229
"In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.",48445
"While waiting for her divorce papers, a repressed professor of literature is unexpectedly seduced by a carefree, spirited young lesbian.",89015
A young actor's obsession with spying on a beautiful woman who lives nearby leads to a baffling series of events with drastic consequences.,86984
"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",103939
"The story of Anne Sullivan's struggle to teach the blind, deaf and mute child Helen Keller how to understand and communicate.",56241
"This is the story of Spalding Gray and his attempt to write a novel. It is a first person account about writing and living, and dealing with success while trying to be successful.",102467
"In 1959, a star quarterback from a working-class family is given an opportunity to attend an elite New England preparatory school, but he is conflicted about whether or not to tell his Evangelical classmates that he is Jewish.",105327
"The oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his head.",105217
"A college professor and a team of psychics investigate an old abandoned house at the request of the man who has inherited it. They stay in the mansion, but unleash a terrifying force that threatens to destroy them all.",259153
A traveling theater group find so much action going on behind the scenes that they almost ruin the performances.,105017
"Emperor Londo Mollari of the Centauri Republic tells the story of the Earth-Minbari War that almost destroyed humanity and later inspired its last best, hope for peace.",120711
"During the English Civil War, a young Roundhead seeks vengeance against a vicious witch-hunter and his henchman, who have terrorized the soldier's fiancée and wrongfully executed her uncle.",63285
There are 666 portals that connect this world to the other side. These are concealed from all human beings. Somewhere in Japan exists the 444th portal.... The forest of resurrection.,275773
"While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.",112130
A reporter finds what appears to be a cover-up of safety hazards at a nuclear power plant.,78966
"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",46268
"This time, a new baby is on the way, and it's a girl. Wrapped together with the standard conflict between mother and father, Mikey engages in a bit of sibling rivalry with his new sister.",100050
"At a big city Catholic school, Father O'Malley and Sister Benedict indulge in friendly rivalry, and succeed in extending the school through the gift of a building.",37536
"After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis.",90927
Pat is a women's sports sensation unless her fiancé is around. Her new shady manager Mike keeps them apart and develops feelings for her.,45012
Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding.,20640
"TV viewers love seeing the two reporters with opposing views on the show ""He Said, She Said"". Womanizer Dan and Lorie fall for each other. Love?",102011
"A hapless loser sells his soul to the Devil in exchange for seven wishes, but has trouble winning over the girl of his dreams.",61391
An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,34587
"The story of the marriage of England's King Arthur to Guinevere. The plot of illegitimate Mordred to gain the throne and Guinevere's growing attachment to Sir Lancelot, threaten to topple Arthur and destroy his ""round table"" of knights.",61439
A writer for a greeting card company discovers the struggles and tribulations of living alone after breaking up with his unfaithful girlfriend.,87635
The Four Musketeers defend the queen and her dressmaker from Cardinal Richelieu and Milady de Winter.,73012
A woman (Goldie Hawn) saves life of Emir of Ohtar (Richard Romanus) in Washington.,87951
A married woman and a drifter fall in love and plot to murder her husband.,38854
The teenage son of a navy sailor newly stationed in Key West gets some excitement with his friends when a small-time film producer comes to town to premiere a kitschy horror film during the Cuban Missile Crisis.,107529
"Told from a dogs perspective - the titular Baxter is moved from one owner to another, seemingly never being a good fit for anyone.",94713
"A boy obsessed with '50s sci-fi movies about aliens has a recurring dream about a blueprint of some kind, which he draws for his inventor friend. With the help of a third kid, they follow it and build themselves a spaceship. Now what?",89114
"A Vietnamese servant girl, Mui, observes lives within two different Saigon families: the first, a woman textile seller with three boys and a frequently absent husband; the second, a handsome young pianist with his fiancée.",107617
"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",59592
A surreal tale of a married couple going on a road trip to visit the wife's parents with the intention of killing them for the inheritance.,62480
"A journalist finds himself questioning his own life when his best friend, a dying man, offers him some very powerful wisdom and advice for coping in relationships, careers and society.",207805
The story of how a great Russian prince led a ragtag army to battle an invading force of Teutonic Knights.,29850
The legendary Greek hero leads a team of intrepid adventurers in a perilous quest for the legendary Golden Fleece.,57197
"In the bleak days of the Cold War, espionage veteran George Smiley is forced out of semi-retirement to uncover a Soviet agent within MI6's echelons.",80297
"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",50613
An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,346336
Middle-aged bride Ann Hamilton soon begins to suspect that her charming husband is really a psychotic who plans to murder her.,39066
"Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free.",288439
"Delusional and spoiled Maureen and her eccentric brother Howdy decide to track down and meet their estranged mother, all while the drama of dysfunctional relationships, disastrous weather conditions and a dark family secret ensue.",96321
A veteran US Marine sniper is partnered with a rookie sniper as his spotter to take out a politician and a rebel leader in the jungles of Panama.,108171
"San Francisco bluesman and composer, Paul Peña makes a musical pilgrimage to the land of Tuva.",187859
The effects of the 9/11 terrorist attacks are told from different points of view around the world.,328802
A street gang known as the Warriors must fight its way from the Bronx to its home turf on Coney Island when its members are falsely accused of assassinating a respected gang leader.,80120
"The Drakh, allies of the Shadows, seek revenge against humanity after the Second Shadow War.",146455
A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them.,146247
The crew of Babylon 5 discover an ancient artifact floating in hyperspace.,121804
"A small but growing Texas town, filled with strange and musical characters, celebrates its sesquicentennial and converge on a local parade and talent show.",92117
"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way.",53976
"On a Kenyan safari, white hunter Victor Marswell has a love triangle with seductive American socialite Eloise Kelly and anthropologist Donald Nordley's cheating wife Linda.",46085
